,id,title,languages,publishers_raw,publication_types,mesh_headings,urls_raw,issns_print,issns_electronic,is_periodical,is_english,urls,publishers,url_roots,url_domains,issn_electronic,issn_print,urls_generated_guideline_pages_inc_404s,urls_generated_guideline_pages,include
4350,101318927,Pigment cell & melanoma research.,['eng'],"['Blackwell Munksgaard,']",['Periodical'],"['Melanoma', 'Pigmentation']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-148X'],['1755-1471'],['1755-148X'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-148X'],['Blackwell Munksgaard'],['onlinelibrary.wiley.com'],['wiley.com'],1755-148X,1755-1471,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1755-148/homepage/forauthors.html'],[],True
4351,9814578,Pituitary.,['eng'],"['Kluwer Academic Publishers,']",['Periodical'],"['Pituitary Diseases', 'Pituitary Gland', 'Pituitary Hormones']",['https://link.springer.com/journal/11102'],['1386-341X'],['1573-7403'],True,True,['https://link.springer.com/journal/11102'],['Kluwer Academic Publishers'],['link.springer.com'],['springer.com'],1573-7403,1386-341X,['https://www.springer.com/journal/11102/submission-guidelines'],['https://www.springer.com/journal/11102/submission-guidelines'],True
4352,8006349,Placenta.,['eng'],"['W.B. Saunders.', 'Elsevier']",['Periodical'],['Placenta'],['http://www.sciencedirect.com/science/journal/01434004'],['0143-4004'],['1532-3102'],True,True,['http://www.sciencedirect.com/science/journal/01434004'],"['W.B. Saunders.', 'Elsevier']",['www.sciencedirect.com'],['sciencedirect.com'],1532-3102,0143-4004,['https://www.elsevier.com/journals/01434004/0143-4004/guide-for-authors'],['https://www.elsevier.com/journals/01434004/0143-4004/guide-for-authors'],True
4353,101148926,Plant biology.,['eng'],"['G. Thieme Verlag ;', 'Thieme New York,', 'Wiley']",['Periodical'],"['Gene Expression Regulation, Plant', 'Plant Development', 'Plant Proteins', 'Plants \n                 genetics']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1438-8677'],['1435-8603'],['1438-8677'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1438-8677'],"['G. Thieme Verlag ;', 'Thieme New York', 'Wiley']",['onlinelibrary.wiley.com'],['wiley.com'],1438-8677,1435-8603,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1438-8677/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1438-8677/homepage/forauthors.html'],True
4354,101201889,Plant biotechnology journal.,['eng'],"['Blackwell Pub.,', 'Wiley on behalf of the Society for Experimental Biology, Association of Applied Biologists']",['Periodical'],"['Biotechnology', 'Plants']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7652'],['1467-7644'],['1467-7652'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7652'],"['Blackwell Pub.', 'Wiley on behalf of the Society for Experimental Biology, Association of Applied Biologists']",['onlinelibrary.wiley.com'],['wiley.com'],1467-7652,1467-7644,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1467-7652/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1467-7652/homepage/forauthors.html'],True
4355,9208688,The Plant cell.,['eng'],"['American Society of Plant Physiologists,', 'Oxford University Press']",['Periodical'],"['Plant Cells', 'Plants \n                 genetics']","['https://www.ncbi.nlm.nih.gov/pmc/journals/95/', 'http://www.plantcell.org/', 'https://academic.oup.com/plcell']",['1040-4651'],['1532-298X'],True,True,"['http://www.plantcell.org/', 'https://academic.oup.com/plcell']","['American Society of Plant Physiologists', 'Oxford University Press']","['www.plantcell.org', 'academic.oup.com']","['plantcell.org', 'oup.com']",1532-298X,1040-4651,['https://academic.oup.com/plcell/pages/General_Instructions'],[],True
4356,9309004,"Plant, cell & environment.",['eng'],"['Blackwell Scientific Publications', 'John Wiley & Sons Ltd.']",['Periodical'],"['Plant Cells', 'Plant Physiological Phenomena']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3040'],['0140-7791'],['1365-3040'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3040'],"['Blackwell Scientific Publications', 'John Wiley & Sons Ltd.']",['onlinelibrary.wiley.com'],['wiley.com'],1365-3040,0140-7791,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1365-3040/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1365-3040/homepage/forauthors.html'],True
4357,9430925,Plant & cell physiology.,"['eng', 'ger']","['Japanese Society of Plant Physiologists,', 'Oxford University Press']",['Periodical'],"['Cell Physiological Phenomena', 'Plant Physiological Phenomena']",['https://academic.oup.com/pcp'],['0032-0781'],['1471-9053'],True,True,['https://academic.oup.com/pcp'],"['Japanese Society of Plant Physiologists', 'Oxford University Press']",['academic.oup.com'],['oup.com'],1471-9053,0032-0781,['https://academic.oup.com/pcp/pages/General_Instructions'],['https://academic.oup.com/pcp/pages/General_Instructions'],True
4358,9880970,Plant cell reports.,['eng'],"['Springer,']",['Periodical'],"['Plant Physiological Phenomena', 'Plant Structures \n                 anatomy & histology \n                 genetics']",['https://link.springer.com/journal/299'],['0721-7714'],['1432-203X'],True,True,['https://link.springer.com/journal/299'],['Springer'],['link.springer.com'],['springer.com'],1432-203X,0721-7714,['https://www.springer.com/journal/299/submission-guidelines'],['https://www.springer.com/journal/299/submission-guidelines'],True
4359,9882809,Plant disease.,['eng'],"['American Phytopathological Society,']",['Periodical'],['Plant Diseases'],['https://apsjournals.apsnet.org/journal/pdis'],['0191-2917'],['1943-7692'],True,True,['https://apsjournals.apsnet.org/journal/pdis'],['American Phytopathological Society'],['apsjournals.apsnet.org'],['apsnet.org'],1943-7692,0191-2917,[],[],True
4360,8803554,Plant foods for human nutrition.,['eng'],"['Martinus Nijhoff,', 'Kluwer Academic']",['Periodical'],"['Nutritive Value', 'Plants, Edible']",['https://link.springer.com/journal/11130'],['0921-9668'],['1573-9104'],True,True,['https://link.springer.com/journal/11130'],"['Martinus Nijhoff', 'Kluwer Academic']",['link.springer.com'],['springer.com'],1573-9104,0921-9668,['https://www.springer.com/journal/11130/submission-guidelines'],['https://www.springer.com/journal/11130/submission-guidelines'],True
4361,101273919,The plant genome.,['eng'],['Crop Science Society of America'],['Periodical'],"['Genome, Plant']",['https://acsess.onlinelibrary.wiley.com/journal/19403372'],[],['1940-3372'],True,True,['https://acsess.onlinelibrary.wiley.com/journal/19403372'],['Crop Science Society of America'],['acsess.onlinelibrary.wiley.com'],['wiley.com'],1940-3372,,['https://onlinelibrary.wiley.com/page/journal/19403372/homepage/forauthors.html'],[],True
4362,9207397,The Plant journal : for cell and molecular biology.,['eng'],"['Blackwell Scientific Publishers and BIOS Scientific Publishers in association with the Society for Experimental Biology,']",['Periodical'],"['Molecular Biology', 'Plant Cells', 'Plants']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-313X'],['0960-7412'],['1365-313X'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-313X'],['Blackwell Scientific Publishers and BIOS Scientific Publishers in association with the Society for Experimental Biology'],['onlinelibrary.wiley.com'],['wiley.com'],1365-313X,0960-7412,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1365-313/homepage/forauthors.html'],[],True
4363,9106343,Plant molecular biology.,['eng'],"['Martinus Nijhoff/Dr. W. Junk,', 'Kluwer Academic']",['Periodical'],"['Genetic Engineering', 'Molecular Biology', 'Plants']",['https://link.springer.com/journal/11103'],['0167-4412'],['1573-5028'],True,True,['https://link.springer.com/journal/11103'],"['Martinus Nijhoff/Dr. W. Junk', 'Kluwer Academic']",['link.springer.com'],['springer.com'],1573-5028,0167-4412,['https://www.springer.com/journal/11103/submission-guidelines'],['https://www.springer.com/journal/11103/submission-guidelines'],True
4364,0401224,Plant physiology.,['eng'],"['American Society of Plant Physiologists.', 'American Society of Plant Biologists']",['Periodical'],['Plants'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/69/', 'http://www.plantphysiol.org/']",['0032-0889'],['1532-2548'],True,True,['http://www.plantphysiol.org/'],"['American Society of Plant Physiologists.', 'American Society of Plant Biologists']",['www.plantphysiol.org'],['plantphysiol.org'],1532-2548,0032-0889,[],[],True
4365,9882449,"Plant physiology and biochemistry : PPB 
             / Société française de physiologie végétale.","['eng', 'fre']","['Gauthier-Villars,', 'Elsevier Science']",['Periodical'],"['Plant Physiological Phenomena', 'Plants \n                 chemistry']",['http://www.sciencedirect.com/science/journal/09819428'],['0981-9428'],['1873-2690'],True,True,['http://www.sciencedirect.com/science/journal/09819428'],"['Gauthier-Villars', 'Elsevier Science']",['www.sciencedirect.com'],['sciencedirect.com'],1873-2690,0981-9428,['https://www.elsevier.com/journals/09819428/0981-9428/guide-for-authors'],['https://www.elsevier.com/journals/09819428/0981-9428/guide-for-authors'],True
4366,101602701,Plant reproduction.,['eng'],"['Springer,']",['Periodical'],"['Genetic Phenomena', 'Plant Physiological Phenomena', 'Plants, Genetically Modified', 'Reproduction']",['https://link.springer.com/journal/497'],['2194-7953'],['2194-7961'],True,True,['https://link.springer.com/journal/497'],['Springer'],['link.springer.com'],['springer.com'],2194-7961,2194-7953,['https://www.springer.com/journal/497/submission-guidelines'],['https://www.springer.com/journal/497/submission-guidelines'],True
4367,9882015,Plant science : an international journal of experimental plant biology.,['eng'],"['Elsevier Scientific Publishers Ireland Ltd.,', 'Elsevier Ireland']",['Periodical'],"['Biochemical Phenomena', 'Genomics', 'Plant Physiological Phenomena']",['https://www.sciencedirect.com/journal/plant-science'],['0168-9452'],['1873-2259'],True,True,['https://www.sciencedirect.com/journal/plant-science'],"['Elsevier Scientific Publishers Ireland Ltd.', 'Elsevier Ireland']",['www.sciencedirect.com'],['sciencedirect.com'],1873-2259,0168-9452,['https://www.elsevier.com/journals/plant-science/0168-9452/guide-for-authors'],['https://www.elsevier.com/journals/plant-science/0168-9452/guide-for-authors'],True
4368,101291431,Plant signaling & behavior.,['eng'],"['Landes Bioscience', 'Taylor & Francis']",['Periodical'],"['Plant Physiological Phenomena', 'Signal Transduction']","['http://www.tandfonline.com/toc/kpsb20/current', 'https://www.ncbi.nlm.nih.gov/pmc/journals/804/']",['1559-2316'],['1559-2324'],True,True,['http://www.tandfonline.com/toc/kpsb20/current'],"['Landes Bioscience', 'Taylor & Francis']",['www.tandfonline.com'],['tandfonline.com'],1559-2324,1559-2316,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=kpsb20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=kpsb20'],True
4369,1250576,Planta.,['ger'],['Springer-Verlag [etc.]'],['Periodical'],['Botany'],['https://link.springer.com/journal/425'],['0032-0935'],['1432-2048'],True,False,['https://link.springer.com/journal/425'],['Springer-Verlag [etc.]'],['link.springer.com'],['springer.com'],1432-2048,0032-0935,['https://www.springer.com/journal/425/submission-guidelines'],['https://www.springer.com/journal/425/submission-guidelines'],False
4370,0066751,Planta medica.,"['ger', 'eng', 'fre']","['Hippokrates Verlag.', 'George Thieme']",['Periodical'],"['Biological Products', 'Plants, Medicinal']",['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000058'],['0032-0943'],['1439-0221'],True,True,['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000058'],"['Hippokrates Verlag.', 'George Thieme']",['www.thieme-connect.de'],['thieme-connect.de'],1439-0221,0032-0943,[],[],True
4371,7802221,Plasmid.,['eng'],['Academic Press.'],['Periodical'],"['Extrachromosomal Inheritance', 'Plasmids', 'Translocation, Genetic']",['http://www.sciencedirect.com/science/journal/0147619X'],['0147-619X'],['1095-9890'],True,True,['http://www.sciencedirect.com/science/journal/0147619X'],['Academic Press.'],['www.sciencedirect.com'],['sciencedirect.com'],1095-9890,0147-619X,['https://www.elsevier.com/journals/0147619x/0147-619X/guide-for-authors'],['https://www.elsevier.com/journals/0147619x/0147-619X/guide-for-authors'],True
4372,1306050,Plastic and reconstructive surgery.,['eng'],"['Williams & Wilkins,', 'Lippincott Williams & Wilkins']",['Periodical'],"['Surgery, Plastic']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006534-000000000-00000'],['0032-1052'],['1529-4242'],True,True,[],"['Williams & Wilkins', 'Lippincott Williams & Wilkins']",[],[],1529-4242,0032-1052,[],[],False
4373,8403490,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses.,['eng'],"['Publication Printing,', 'Plastic Surgical Nursing']",['Periodical'],"['Perioperative Nursing', 'Surgery, Plastic']",['http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006527-000000000-00000'],['0741-5206'],['1550-1841'],True,True,[],"['Publication Printing', 'Plastic Surgical Nursing']",[],[],1550-1841,0741-5206,[],[],False
4374,9208117,Platelets.,['eng'],"['Churchill Livingstone,', 'Informa Healthcare']","['Bibliography', 'Periodical']",['Blood Platelets'],['http://www.tandfonline.com/loi/iplt20'],['0953-7104'],['1369-1635'],True,True,['http://www.tandfonline.com/loi/iplt20'],"['Churchill Livingstone', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1369-1635,0953-7104,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iplt20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iplt20'],True
4375,101183755,PLoS biology.,['eng'],"['Public Library of Science,']",['Periodical'],['Biology'],"['http://www.plosbiology.org', 'https://www.ncbi.nlm.nih.gov/pmc/journals/212/']",['1544-9173'],['1545-7885'],True,True,['http://www.plosbiology.org'],['Public Library of Science'],['www.plosbiology.org'],['plosbiology.org'],1545-7885,1544-9173,[],[],True
4376,101238922,PLoS computational biology.,['eng'],"['Public Library of Science,']",['Periodical'],['Computational Biology'],"['http://www.ploscompbiol.org/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/328/']",['1553-734X'],['1553-7358'],True,True,['http://www.ploscompbiol.org/'],['Public Library of Science'],['www.ploscompbiol.org'],['ploscompbiol.org'],1553-7358,1553-734X,[],[],True
4377,101239074,PLoS genetics.,['eng'],"['Public Library of Science,']",['Periodical'],['Genetics'],"['http://www.plosgenetics.org/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/331/']",['1553-7390'],['1553-7404'],True,True,['http://www.plosgenetics.org/'],['Public Library of Science'],['www.plosgenetics.org'],['plosgenetics.org'],1553-7404,1553-7390,[],[],True
4378,101231360,PLoS medicine.,['eng'],"['Public Library of Science,']",['Periodical'],"['Medicine', 'Public Health']","['http://www.plosmedicine.org/home.action', 'https://www.ncbi.nlm.nih.gov/pmc/journals/277/']",['1549-1277'],['1549-1676'],True,True,['http://www.plosmedicine.org/home.action'],['Public Library of Science'],['www.plosmedicine.org'],['plosmedicine.org'],1549-1676,1549-1277,[],[],True
4379,101291488,PLoS neglected tropical diseases.,['eng'],['Public Library of Science'],['Periodical'],"['Communicable Diseases', 'Tropical Medicine']","['http://www.plosntds.org/home.action', 'https://www.ncbi.nlm.nih.gov/pmc/journals/532/']",['1935-2727'],['1935-2735'],True,True,['http://www.plosntds.org/home.action'],['Public Library of Science'],['www.plosntds.org'],['plosntds.org'],1935-2735,1935-2727,[],[],True
4380,101285081,PloS one.,['eng'],['Public Library of Science'],['Periodical'],"['Medicine', 'Science']","['http://www.plosone.org/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/440/']",[],['1932-6203'],True,True,['http://www.plosone.org/'],['Public Library of Science'],['www.plosone.org'],['plosone.org'],1932-6203,,[],[],True
4381,101238921,PLoS pathogens.,['eng'],"['Public Library of Science,']",['Periodical'],"['Host-Parasite Interactions', 'Immunity', 'Microbiology', 'Virulence']","['http://journals.plos.org/plospathogens/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/349/']",['1553-7366'],['1553-7374'],True,True,['http://journals.plos.org/plospathogens/'],['Public Library of Science'],['journals.plos.org'],['plos.org'],1553-7374,1553-7366,[],[],True
4382,101491319,"PM & R : the journal of injury, function, and rehabilitation.",['eng'],"['Elsevier', 'Wiley']",['Periodical'],"['Physical and Rehabilitation Medicine', 'Rehabilitation']","['http://www.sciencedirect.com/science/journal/19341482', 'https://onlinelibrary.wiley.com/journal/19341563']",['1934-1482'],['1934-1563'],True,True,"['http://www.sciencedirect.com/science/journal/19341482', 'https://onlinelibrary.wiley.com/journal/19341563']","['Elsevier', 'Wiley']","['www.sciencedirect.com', 'onlinelibrary.wiley.com']","['sciencedirect.com', 'wiley.com']",1934-1563,1934-1482,"['https://www.elsevier.com/journals/19341482/1934-1482/guide-for-authors', 'https://onlinelibrary.wiley.com/page/journal/19341563/homepage/forauthors.html']",['https://www.elsevier.com/journals/19341482/1934-1482/guide-for-authors'],True
4383,8906641,Pneumologie.,"['ger', 'eng']","['Thieme,']",['Periodical'],"['Lung Diseases', 'Thoracic Diseases', 'Tuberculosis']",['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000059'],['0934-8387'],['1438-8790'],True,True,['https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000059'],['Thieme'],['www.thieme-connect.de'],['thieme-connect.de'],1438-8790,0934-8387,[],[],True
4384,100901316,"Policy, politics & nursing practice.",['eng'],"['Sage Publications, Inc.,']",['Periodical'],"['Health Policy', 'Nursing', 'Politics', 'Public Policy']",['https://journals.sagepub.com/home/ppn'],['1527-1544'],['1552-7468'],True,True,['https://journals.sagepub.com/home/ppn'],"['Sage Publications, Inc.']",['journals.sagepub.com'],['sagepub.com'],1552-7468,1527-1544,['https://journals.sagepub.com/author-instructions/ppn'],['https://journals.sagepub.com/author-instructions/ppn'],True
4385,7509477,Polimery w medycynie.,"['mul', 'eng', 'mul', 'eng']","['PWN.', 'Ars Polona-Ruch']",['Periodical'],"['Polymers', 'Prostheses and Implants', 'Surgical Procedures, Operative']",['http://www.polimery.umed.wroc.pl/en/archive/'],['0370-0747'],[],True,True,['http://www.polimery.umed.wroc.pl/en/archive/'],"['PWN.', 'Ars Polona-Ruch']",['www.polimery.umed.wroc.pl'],['wroc.pl'],,0370-0747,[],[],True
4386,101700960,Polish archives of internal medicine.,['eng'],"['Medycyna Praktyczna,']",['Periodical'],['Internal Medicine'],['https://www.mp.pl/paim/'],['0032-3772'],['1897-9483'],True,True,['https://www.mp.pl/paim/'],['Medycyna Praktyczna'],['www.mp.pl'],['mp.pl'],1897-9483,0032-3772,[],[],True
4387,101229003,"Polish journal of microbiology 
             / Polskie Towarzystwo Mikrobiologów = The Polish Society of Microbiologists.",['eng'],"['Polskie Towarzystwo Mikrobiologów,']",['Periodical'],['Microbiology'],"['http://www.pjmonline.org/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3847/']",['1733-1331'],['2544-4646'],True,True,['http://www.pjmonline.org/'],['Polskie Towarzystwo Mikrobiologów'],['www.pjmonline.org'],['pjmonline.org'],2544-4646,1733-1331,[],[],True
4388,9437432,Polish journal of pathology : official journal of the Polish Society of Pathologists.,"['eng', 'pol', 'eng']","['Polish Society Of Pathologists,']",['Periodical'],['Pathology'],['https://www.termedia.pl/Journal/Polish_Journal_of_Pathology-55/Info'],['1233-9687'],[],True,True,['https://www.termedia.pl/Journal/Polish_Journal_of_Pathology-55/Info'],['Polish Society Of Pathologists'],['www.termedia.pl'],['termedia.pl'],,1233-9687,[],[],True
4389,101125473,Polish journal of veterinary sciences.,['eng'],"['HARD Pub. Co.,', 'Polish Academy of Sciences. Committee of Veterinary Sciences ;', 'University of Warmia and Mazury']",['Periodical'],"['Animal Diseases', 'Veterinary Medicine']","['http://www.uwm.edu.pl/pjvsci/', 'http://journals.pan.pl/pjvs']",['1505-1773'],['2300-2557'],True,True,"['http://www.uwm.edu.pl/pjvsci/', 'http://journals.pan.pl/pjvs']","['HARD Pub. Co.', 'Polish Academy of Sciences. Committee of Veterinary Sciences ;', 'University of Warmia and Mazury']","['www.uwm.edu.pl', 'journals.pan.pl']","['uwm.edu.pl', 'pan.pl']",2300-2557,1505-1773,[],[],True
4390,8800535,Politics and the life sciences : the journal of the Association for Politics and the Life Sciences.,['eng'],"['The Association,', 'Association for Politics and the Life Sciences']",['Periodical'],"['Behavior', 'Biology', 'Politics']",['https://www.cambridge.org/core/journals/politics-and-the-life-sciences'],['0730-9384'],['1471-5457'],True,True,['https://www.cambridge.org/core/journals/politics-and-the-life-sciences'],"['The Association', 'Association for Politics and the Life Sciences']",['www.cambridge.org'],['cambridge.org'],1471-5457,0730-9384,['https://www.cambridge.org/core/journals/politics-and-the-life-sciences/information/instructions-contributors'],['https://www.cambridge.org/core/journals/politics-and-the-life-sciences/information/instructions-contributors'],True
4391,9705469,Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego.,"['pol', 'eng', 'eng']","['MEDPRESS,']",['Periodical'],['Medicine'],['http://pml.medpress.com.pl'],['1426-9686'],[],True,True,['http://pml.medpress.com.pl'],['MEDPRESS'],['pml.medpress.com.pl'],['medpress.com.pl'],,1426-9686,[],[],True
4392,0376426,Polski przeglad chirurgiczny.,"['pol', 'eng']","['Państwowy Zakład Wydawnictw Lekarskich,', 'Fundacja Polski Przegląd Chirurgiczny']",['Periodical'],['General Surgery'],['http://versita.metapress.com/content/120836/'],['0032-373X'],['2299-2847'],True,True,['http://versita.metapress.com/content/120836/'],"['Państwowy Zakład Wydawnictw Lekarskich', 'Fundacja Polski Przegląd Chirurgiczny']",['versita.metapress.com'],['metapress.com'],2299-2847,0032-373X,[],[],True
4393,101481266,Population health management.,['eng'],['Mary Ann Liebert'],['Periodical'],['Disease Management'],['http://online.liebertpub.com/loi/pop'],['1942-7891'],['1942-7905'],True,True,['http://online.liebertpub.com/loi/pop'],['Mary Ann Liebert'],['online.liebertpub.com'],['liebertpub.com'],1942-7905,1942-7891,[],[],True
4394,101178411,Population health metrics.,['eng'],"['BioMed Central,']",['Periodical'],"['Biometry', 'Health Status Indicators', 'Health Status']","['https://pophealthmetrics.biomedcentral.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/200/']",[],['1478-7954'],True,True,['https://pophealthmetrics.biomedcentral.com/'],['BioMed Central'],['pophealthmetrics.biomedcentral.com'],['biomedcentral.com'],1478-7954,,[],[],True
4395,0376427,Population studies.,['eng'],"['Population Investigation Committee [etc.]', 'Routledge']",['Periodical'],['Demography'],['https://www.tandfonline.com/loi/rpst20'],['0032-4728'],['1477-4747'],True,True,['https://www.tandfonline.com/loi/rpst20'],"['Population Investigation Committee [etc.]', 'Routledge']",['www.tandfonline.com'],['tandfonline.com'],1477-4747,0032-4728,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpst20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rpst20'],True
4396,101626590,Post reproductive health.,['eng'],"['Sage,']",['Periodical'],"['Menopause', ""Women's Health""]",['https://journals.sagepub.com/home/min'],['2053-3691'],['2053-3705'],True,True,['https://journals.sagepub.com/home/min'],['Sage'],['journals.sagepub.com'],['sagepub.com'],2053-3705,2053-3691,['https://journals.sagepub.com/author-instructions/min'],['https://journals.sagepub.com/author-instructions/min'],True
4397,0023525,Postepy biochemii.,['pol'],['Panstwowe Wydawnictwo Naukowe'],['Periodical'],['Biochemistry'],['https://postepybiochemii.ptbioch.edu.pl/index.php/PB/issue/archive'],['0032-5422'],[],True,False,['https://postepybiochemii.ptbioch.edu.pl/index.php/PB/issue/archive'],['Panstwowe Wydawnictwo Naukowe'],['postepybiochemii.ptbioch.edu.pl'],['ptbioch.edu.pl'],,0032-5422,[],[],False
4398,0234135,Postgraduate medical journal.,['eng'],"['Blackwell.', 'BMJ Publishing Group']",['Periodical'],['Medicine'],"['http://pmj.bmjjournals.com/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/174/']",['0032-5473'],['1469-0756'],True,True,['http://pmj.bmjjournals.com/'],"['Blackwell.', 'BMJ Publishing Group']",['pmj.bmjjournals.com'],['bmjjournals.com'],1469-0756,0032-5473,[],[],True
4399,0401147,Postgraduate medicine.,['eng'],"['Vendome Group,', 'Informa Healthcare']",['Periodical'],['Medicine'],['http://www.tandfonline.com/loi/ipgm20'],['0032-5481'],['1941-9260'],True,True,['http://www.tandfonline.com/loi/ipgm20'],"['Vendome Group', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1941-9260,0032-5481,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ipgm20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ipgm20'],True
4400,0401150,Poultry science.,['eng'],"['Poultry Science Association', 'Elsevier']",['Periodical'],"['Poultry Diseases', 'Poultry']","['https://www.sciencedirect.com/journal/poultry-science', 'https://academic.oup.com/ps', 'https://www.ncbi.nlm.nih.gov/pmc/journals/3021/']",['0032-5791'],['1525-3171'],True,True,"['https://www.sciencedirect.com/journal/poultry-science', 'https://academic.oup.com/ps']","['Poultry Science Association', 'Elsevier']","['www.sciencedirect.com', 'academic.oup.com']","['sciencedirect.com', 'oup.com']",1525-3171,0032-5791,"['https://www.elsevier.com/journals/poultry-science/0032-5791/guide-for-authors', 'https://academic.oup.com/ps/pages/General_Instructions']","['https://www.elsevier.com/journals/poultry-science/0032-5791/guide-for-authors', 'https://academic.oup.com/ps/pages/General_Instructions']",True
4401,101130961,Practical neurology.,['eng'],"['Blackwell Science,', 'BMJ Pub. Group']",['Periodical'],"['Nervous System Diseases', 'Neurology']",['https://pn.bmj.com/content/by/year'],['1474-7758'],['1474-7766'],True,True,['https://pn.bmj.com/content/by/year'],"['Blackwell Science', 'BMJ Pub. Group']",['pn.bmj.com'],['bmj.com'],1474-7766,1474-7758,[],[],True
4402,101558279,Practical radiation oncology.,['eng'],['Elsevier'],['Periodical'],"['Neoplasms \n                 radiotherapy', 'Radiation Oncology']",['http://www.sciencedirect.com/science/journal/18798500'],['1879-8500'],['1879-8519'],True,True,['http://www.sciencedirect.com/science/journal/18798500'],['Elsevier'],['www.sciencedirect.com'],['sciencedirect.com'],1879-8519,1879-8500,['https://www.elsevier.com/journals/18798500/1879-8500/guide-for-authors'],['https://www.elsevier.com/journals/18798500/1879-8500/guide-for-authors'],True
4403,101227436,Prague medical report.,['eng'],"['Universitas Carolina Pragensis,']",['Periodical'],"['Czech Republic', 'Medicine', 'Research']",['https://pmr.lf1.cuni.cz/'],['1214-6994'],[],True,True,['https://pmr.lf1.cuni.cz/'],['Universitas Carolina Pragensis'],['pmr.lf1.cuni.cz'],['cuni.cz'],,1214-6994,[],[],True
4404,101468093,Praxis.,"['ger', 'fre']","['Hallwag', 'Hans Huber']",['Periodical'],['Medicine'],['https://econtent.hogrefe.com/loi/prx'],['1661-8157'],['1661-8165'],True,False,['https://econtent.hogrefe.com/loi/prx'],"['Hallwag', 'Hans Huber']",['econtent.hogrefe.com'],['hogrefe.com'],1661-8165,1661-8157,[],[],False
4405,0404246,Praxis der Kinderpsychologie und Kinderpsychiatrie.,"['ger', 'eng']",['Verlag Fur Medizinische Psychologie'],['Periodical'],"['Child Psychiatry', 'Psychology, Child']",['http://www.v-r.de/en/praxis_der_kinderpsychologie_und_kinderpsychiatrie/m-0/500024/'],['0032-7034'],['2196-8225'],True,True,['http://www.v-r.de/en/praxis_der_kinderpsychologie_und_kinderpsychiatrie/m-0/500024/'],['Verlag Fur Medizinische Psychologie'],['www.v-r.de'],['v-r.de'],2196-8225,0032-7034,[],[],True
